@relation 'ARFF for bata_2014.txt'

@attribute tweet string
@attribute @@class@@ {T, N, F, A}
% T = (True) Positive tweet
% N = Neutral tweet
% F = (False) Negative Tweet
% A = Alert tweet

@data
'RT @TriMovere: Zojuist weer aanmeldingen voor de @Batavierenrace ontvangen van drie fanatieke SBE\'ers!! Top! @HAN_SBE',?
'RT @TriMovere: Heb jij je als sportstudent nog niet aangemeld voor de @Batavierenrace? Meld je aan via activiteitencommissie@trimovere.nl! …',?
'Raalter student in organisatie Batavierenrace #newslocker http://t.co/3plPKE5Wn6',?
'#nieuws Raalter student in organisatie Batavierenrace http://t.co/CELEfHzxwu #enschede',?
'#Enschede Raalter student in organisatie Batavierenrace: Raalte - De organisatie van de grootste e... http://t.co/gJguQvPkYW ©Nieuws.nl',?
'Raalter student in organisatie Batavierenrace: Raalte - De organisatie van de grootste estafetteloop ter werel... http://t.co/KRrf9Hjb58',?
'Raalter student in organisatie Batavierenrace #newslocker http://t.co/JvZyfNcGsT',?
'RT @TriMovere: Heb jij je als sportstudent nog niet aangemeld voor de @Batavierenrace? Meld je aan via activiteitencommissie@trimovere.nl! …',?
'RT @TriMovere: Zojuist weer aanmeldingen voor de @Batavierenrace ontvangen van drie fanatieke SBE\'ers!! Top! @HAN_SBE',?
'waarom de @batavierenrace zo mooi is! 1 Minuutje met Rob: http://t.co/pGjLEoiAjH',?
'@Rob_Vaessen @Batavierenrace Kijk \'m er ontspannen bij zitten ;-). Nog vrijwilligers nodig btw?',?
'Tja @petermoedt, op een gegeven leeftijd hoef je alleen maar te genieten;) Medewerker worden? https://t.co/TL7pbZFyaU @Batavierenrace',?
'Nieuwsbrief met o.a. de VIB-does-SMdag, opzoek naar een nieuw bestuur en de testmomenten voor de Batavierenrace! http://t.co/kOmbVjAhBh',?
'Hardfest, Bevrijdingsfestival, Batavierenrace: het komt er allemaal weer aan #Campus #UTwente #FestivalSeason #feest http://t.co/WV4lygsEKM',?
'RT @MauriceEssers: Hardfest, Bevrijdingsfestival, Batavierenrace: het komt er allemaal weer aan #Campus #UTwente #FestivalSeason #feest htt…',?
'RT @MauriceEssers: Hardfest, Bevrijdingsfestival, Batavierenrace: het komt er allemaal weer aan #Campus #UTwente #FestivalSeason #feest htt…',?
'RT @MauriceEssers: Hardfest, Bevrijdingsfestival, Batavierenrace: het komt er allemaal weer aan #Campus #UTwente #FestivalSeason #feest htt…',?
'RT @MauriceEssers: Hardfest, Bevrijdingsfestival, Batavierenrace: het komt er allemaal weer aan #Campus #UTwente #FestivalSeason #feest htt…',?
'RT @MauriceEssers: Hardfest, Bevrijdingsfestival, Batavierenrace: het komt er allemaal weer aan #Campus #UTwente #FestivalSeason #feest htt…',?
'RT @MauriceEssers: Hardfest, Bevrijdingsfestival, Batavierenrace: het komt er allemaal weer aan #Campus #UTwente #FestivalSeason #feest htt…',?
'RT @MauriceEssers: Hardfest, Bevrijdingsfestival, Batavierenrace: het komt er allemaal weer aan #Campus #UTwente #FestivalSeason #feest htt…',?
'RT @MauriceEssers: Hardfest, Bevrijdingsfestival, Batavierenrace: het komt er allemaal weer aan #Campus #UTwente #FestivalSeason #feest htt…',?
'Gisteren waren er medewerkersinstructies Nijmegen. Alle deelnemers zijn in goede handen! #Batavierenrace #Bata #SUSA http://t.co/2OpfxTwzoZ',?
'RT @Batavierenrace: Gisteren waren er medewerkersinstructies Nijmegen. Alle deelnemers zijn in goede handen! #Batavierenrace #Bata #SUSA ht…',?
'In team voor @Batavierenrace op 10 mei van 7.3 naar 8.9 km overgezet. Training opgeschaald. Lekker gelopen (maar nog lang geen @RondjeGouda)',?
'@HansBraker VAT - met bier aan het eind van je Batavierenrace.',?
'@Batavierenrace In het deelnemersboekje staat dat @Aeolusrun vorig jaar 2e was, dit lijkt me niet te kloppen :)',F
'10 mei a.s 2014 Batavierenrace #Bata4life Studentenestafette #EM14  #tvoost',?
'Reden #6. Steun de strijd tegen kanker via http://t.co/phaKWNaEk0. Nog minder dan twee weken te gaan dus… http://t.co/NRVyAD8ALQ',?
'RT @Batavierenrace: Reden #6. Steun de strijd tegen kanker via http://t.co/phaKWNaEk0. Nog minder dan twee weken te gaan dus… http://t.co/N…',?
'Universiteitsteam naar Batavierenrace http://t.co/hT2StTXrzl',?
'Universiteitsteam naar Batavierenrace: Een team van de Erasmus Universiteit Rotterdam neemt op zaterdag 10 mei... http://t.co/sxnRVMqSBB',?
'Universiteitsteam naar Batavierenrace: Een team van de Erasmus Universiteit Rotterdam neemt op zaterdag 10 mei... http://t.co/ExOYdQWXOA',?
'EUR nieuws: Universiteitsteam naar Batavierenrace http://t.co/2sT1yThwKI #erasmusuni',?
'Universiteitsteam naar Batavierenrace: Een team van de Erasmus Universiteit Rotterdam neemt op zaterdag 10 mei... http://t.co/GJnmt2A8Pj',?
'RT @erasmusnieuws: EUR nieuws: Universiteitsteam naar Batavierenrace http://t.co/2sT1yThwKI #erasmusuni',?
'Universiteitsteam naar Batavierenrace: Een team van de Erasmus Universiteit #Rotterdam neemt op zate... http://t.co/cTgUEPT2sx #Enschede',?
'RT @erasmusnieuws: EUR nieuws: Universiteitsteam naar Batavierenrace http://t.co/2sT1yThwKI #erasmusuni',?
'RT @Batavierenrace: Reden #6. Steun de strijd tegen kanker via http://t.co/phaKWNaEk0. Nog minder dan twee weken te gaan dus… http://t.co/N…',?
'RT @Batavierenrace: Reden #6. Steun de strijd tegen kanker via http://t.co/phaKWNaEk0. Nog minder dan twee weken te gaan dus… http://t.co/N…',?
'Erasmus Universiteit Rotterdam: Universiteitsteam naar Batavierenrace http://t.co/YZC5Y2q4t7 #onderwijs',?
'Trainingstip 428 @Batavierenrace: verdwaal tussen wijngaarden #Elzas, dan wordt een loopje van 30 min plots 50+ min. Natte voeten, hellingen',?
'New Race! Batavierenrace 2014, http://t.co/iXxwpQrSrv - 10/05/2014 - #VonNijmegennachEnschede - Netherlands',?
'Team Erasmus Universiteit loopt mee in estafette Batavierenrace - Nationale Onderwijsgids: http://t.co/62RNMqStgL #EUR #hardlopen',?
'Team Erasmus Universiteit loopt mee in estafette Batavierenrace  http://t.co/8bsINyQAmY',?
'Zo even 4,5 km in 30 minuten gelopen.  Laat de batavierenrace maar komen!',?
'Team Erasmus Universiteit loopt mee in estafette Batavierenrace: Dit jaar zal de 42e editie van de B... http://t.co/93DKPOheNt #Enschede',?
'Team Erasmus Universiteit loopt mee in estafette Batavierenrace http://t.co/GaV89OkMQZ',?
'RT @Batavierenrace: Reden #6. Steun de strijd tegen kanker via http://t.co/phaKWNaEk0. Nog minder dan twee weken te gaan dus… http://t.co/N…',?
'Wil jij een keer meedoen met de #batavierenrace? Laat het dan snel weten! @svcommunique &amp; @svMerCurious zoekt nog 9 hardlopers!',?
'Wil jij een keer meedoen met de #batavierenrace? Laat het dan snel weten! @svcommunique &amp; @svMerCurious zoeken nog 9 hardlopers!',?
'Wil jij een keer meedoen met de #batavierenrace? Laat het dan snel weten! @svcommunique &amp; @mercuriusuva zoeken nog 9 hardlopers!',?
'Vanavond op de radio bij @openrotterdam over het EUR universiteitsteam dat meedoet aan de @Batavierenrace! #erasmusuni',?
'RT @Erasmussport: Vanavond op de radio bij @openrotterdam over het EUR universiteitsteam dat meedoet aan de @Batavierenrace! #erasmusuni',?
'Hoe vet: 10 vd 11 studentenzwenmersteams zitten in dezelfde (1e) startgroep op de @Batavierenrace! #batazwemmen',?
'Practice for the Batavierenrace will start at 21:00 at the Vindhek!',?
'RT @DSZWAVE: Hoe vet: 10 vd 11 studentenzwenmersteams zitten in dezelfde (1e) startgroep op de @Batavierenrace! #batazwemmen',?
'Nog maar anderhalve week tot de grote dag! #batavierenrace #SUSA',?
'RT @Batavierenrace: Nog maar anderhalve week tot de grote dag! #batavierenrace #SUSA',?
'RT @Batavierenrace: Nog maar anderhalve week tot de grote dag! #batavierenrace #SUSA',?
'RT @Batavierenrace: Nog maar anderhalve week tot de grote dag! #batavierenrace #SUSA',?
'RT @NormaGroep: Norma sponsort dit jaar de @Batavierenrace. Wij wensen UT/Saxion Runningteam heel veel succes! http://t.co/QtvIrtdN5G http:…',?
'De medewerkersinstructieavond voor de Batavierenrace van volgende week zit er weer op. De @batainfobalie gaat weer helemaal goed komen :-)',?
'RT @NormaGroep: Norma sponsort dit jaar de @Batavierenrace. Wij wensen UT/Saxion Runningteam heel veel succes! http://t.co/QtvIrtdN5G http:…',?
'Meld je nu aan bij de evenementen pagina van de Batavierenrace! #Bata #SUSA',?
'RT @Batavierenrace: Meld je nu aan bij de evenementen pagina van de Batavierenrace! #Bata #SUSA',?
'Fragment uit uitzending van @openrotterdam 29 april 18.00 uur( tussen min 41 en 46): http://t.co/aNjK18JLJg. @Batavierenrace @erasmusnieuws',?
'RT @Erasmussport: Fragment uit uitzending van @openrotterdam 29 april 18.00 uur( tussen min 41 en 46): http://t.co/aNjK18JLJg. @Batavierenr…',?
'RT @Erasmussport: Fragment uit uitzending van @openrotterdam 29 april 18.00 uur( tussen min 41 en 46): http://t.co/aNjK18JLJg. @Batavierenr…',?
'And I\'ll be participating in the #Batavierenrace, the biggest relay run in the world. Running 10km in the middle of the night in Germany.',?
'In verband met verwachte de lage opkomst en de drukte rondom de Batavierenrace, heeft het bestuur helaas besloten... http://t.co/vPODUA4fsD',?
'De voorbereiding met een enthousiaste groep Periklessers voor de Batavierenrace is begonnen! http://t.co/v6rt2wO3vJ',?
'Eerste training voor de Batavierenrace gedaan, werd wel tijd als die volgende week er al is',?
'Batavierenrace(10 mei 2014) - Enschede http://t.co/u3xZOhX7CY via @Enschede',?
'RT @anjastrootman: Batavierenrace(10 mei 2014) - Enschede http://t.co/u3xZOhX7CY via @Enschede',?
'Ons meinummer staat online. Met o.a. Herbert Wormeester, Jan van Dijk, veel @Batavierenrace en Europese Verkiezingen: http://t.co/DSwCDfLJP4',?
'RT @UTNieuws: Ons meinummer staat online. Met o.a. Herbert Wormeester, Jan van Dijk, veel @Batavierenrace en Europese Verkiezingen: http://…',?
'Nog maar één weekje en dan staat de Batavierenrace 2014 op het programma! Een weekend vol gezelligheid, beetje... http://t.co/ncmJosvNe4',?
'Nog maar één weekje en dan staat de Batavierenrace 2014 op het programma! Een weekend vol gezelligheid, beetje... http://t.co/WjVktm2P0N',?
'ENGLISH - The Batavierenrace (@Batavierenrace) explained: thousands of students running from Nijmegen to Enschede: http://t.co/GtIvm6D4lw',?
'RT @UTNieuws: ENGLISH - The Batavierenrace (@Batavierenrace) explained: thousands of students running from Nijmegen to Enschede: http://t.c…',?
'Nog 9 dagen tot de @Batavierenrace!Het EUR Universiteitsteam gaat voor het podium! Volg ze hier:http://t.co/HlmlzW2FfU @erasmusnieuws',?
'RT @UTNieuws: ENGLISH - The Batavierenrace (@Batavierenrace) explained: thousands of students running from Nijmegen to Enschede: http://t.c…',?
'RT @UTNieuws: ENGLISH - The Batavierenrace (@Batavierenrace) explained: thousands of students running from Nijmegen to Enschede: http://t.c…',?
'In #1minuutjemet vertelt directeur Remco Pouw over #SUSA en waarom SUSA hoofdsponsor is van de @Batavierenrace http://t.co/eiW9AvRgZB',?
'In voorbereiding op #batavierenrace. Nog 8 dagen te gaan. Training vandaag 12 x 300m @ 52-53s.',?
'RT @SUSAstudenten: In #1minuutjemet vertelt directeur Remco Pouw over #SUSA en waarom SUSA hoofdsponsor is van de @Batavierenrace http://t.…',?
'RT @UTNieuws: ENGLISH - The Batavierenrace (@Batavierenrace) explained: thousands of students running from Nijmegen to Enschede: http://t.c…',?
'Persbericht: BataRadio 21 uur live tijdens Batavierenrace http://t.co/Ns0uOHQzqL #tvefm #enschede #bata @Batavierenrace @bataradio #utwente',?
'RT @tvefm: Persbericht: BataRadio 21 uur live tijdens Batavierenrace http://t.co/Ns0uOHQzqL #tvefm #enschede #bata @Batavierenrace @batarad…',?
'RT @tvefm: Persbericht: BataRadio 21 uur live tijdens Batavierenrace http://t.co/Ns0uOHQzqL #tvefm #enschede #bata @Batavierenrace @batarad…',?
'RT @tvefm: Persbericht: BataRadio 21 uur live tijdens Batavierenrace http://t.co/Ns0uOHQzqL #tvefm #enschede #bata @Batavierenrace @batarad…',?
'De 42e Batavierenrace 2014 komt weer door Barchem - KijkLochem.nl #newslocker http://t.co/HUBKFqJC7k',?
'#RadioNL Batavierenrace ook live te volgen via BataRadio en Enschede FM: De Batavierenrace is ook dit ... http://t.co/KOutf7Qfs5 #NIEUWS',?
'#RadioNL Batavierenrace ook live te volgen via BataRadio en Enschede FM: De Batavierenrace is oo... http://t.co/fX9bhwFL0u #WereldNieuws',?
'#RadioNL Batavierenrace ook live te volgen via BataRadio en Enschede FM http://t.co/MwHYnU28vv #Nieuws',?
'#niws #shownieuws Batavierenrace ook live te volgen via BataRadio en Enschede FM http://t.co/dVl5Y0RWva #nieuws #RadioNL',?
'#RadioNL Batavierenrace ook live te volgen via BataRadio en Enschede FM http://t.co/9dSiIaHFKG #Nieuws',?
'#RadioNL Batavierenrace ook live te volgen via BataRadio en Enschede FM http://t.co/2fXeC3XvUt #Nieuws',?
'Batavierenrace ook live te volgen via BataRadio en Enschede FM http://t.co/jstgWZEACf',?
'Batavierenrace ook live te volgen via BataRadio en Enschede FM http://t.co/mCTadne6Ic',?
'Doneer nu voor #bata4life en misschien los jij wel een startschot tijdens de #Batavierenrace!',?
'Batavierenrace ook live te volgen via BataRadio en Enschede FM http://t.co/ehn88T5DNR',?
'Batavierenrace ook live te volgen via BataRadio en Enschede FM http://t.co/Ijk6rGJkHF',?
'Batavierenrace ook live te volgen via BataRadio en Enschede FM: De Batavierenrace is ook dit jaar van b... http://t.co/qMl7RmYTkB #radio',?
'RT @Batavierenrace: Doneer nu voor #bata4life en misschien los jij wel een startschot tijdens de #Batavierenrace!',?
'#RadioNL Batavierenrace ook live te volgen via BataRadio en Enschede FM http://t.co/uaGOm1MHft #Nieuws',?
'Batavierenrace ook live te volgen via BataRadio en Enschede FM http://t.co/c4cs6xDKto',?
'Doneer tijdens @batavierenrace €2,- en ontvang een glow-in-the-dark-bril, de opbrengst gaat naar #bata4life voor #KWF http://t.co/bk22tgUG6D',?
'Doneer tijdens @batavierenrace €2,- en ontvang een glow-in-the-dark-bril, de opbrengst gaat naar #bata4life voor #KWF http://t.co/bl2Ki9Kcz0',?
'RT @topicusbv: Doneer tijdens @batavierenrace €2,- en ontvang een glow-in-the-dark-bril, de opbrengst gaat naar #bata4life voor #KWF http:/…',?
'RT @tvefm: Persbericht: BataRadio 21 uur live tijdens Batavierenrace http://t.co/Ns0uOHQzqL #tvefm #enschede #bata @Batavierenrace @batarad…',?
'JAWS zoekt nog lopers voor tijdens de Batavierenrace, volgens weekend. Jongens en meisjes. Wij betalen een biertje voor je.',?
'RT @topicusbv: Doneer tijdens @batavierenrace €2,- en ontvang een glow-in-the-dark-bril, de opbrengst gaat naar #bata4life voor #KWF http:/…',?
'RT @topicusbv: Doneer tijdens @batavierenrace €2,- en ontvang een glow-in-the-dark-bril, de opbrengst gaat naar #bata4life voor #KWF http:/…',?
'Batavierenrace ook live te volgen via BataRadio en Enschede... http://t.co/JPXegzzhiV',?
'On the 10th of May 2014, the 42nd edition of the Batavierenrace will take place in the Netherlands #Batavierenrace http://t.co/yPQSeMtT7H',?
'Batavierenrace op Enschede FM en Bataradio http://t.co/LsAY9bQRyt',?
'Voor het zesde jaar op rij heeft de Batavierenrace een eigen radio-uitzending: BataRadio, te horen via Enschede FM http://t.co/Bey9UZFDvZ',?
'RT @topicusbv: Doneer tijdens @batavierenrace €2,- en ontvang een glow-in-the-dark-bril, de opbrengst gaat naar #bata4life voor #KWF http:/…',?
'Batavierenrace met BataRadio op Enschede FM http://t.co/oOEU2ZNn4w',?
'Batavierenrace ook live te volgen via BataRadio en Enschede... http://t.co/NOG81XlVav',?
'Batavierenrace met BataRadio op Enschede FM http://t.co/vZw1mwpNas',?
'Op naar dat podium! RT @Erasmussport: Desiree van Reeuwijk, de ploegleider van het #erasmusuni @batavierenrace team!  http://t.co/bsDdU3HmPA',?
'Batavierenrace met BataRadio op Enschede FM http://t.co/b4KZ2hvL1G #Nieuws #Nederland',?
'Barchem is herstart locatie van Batavierenrace http://t.co/GKrqt3VDup #nieuws #provincienieuws #arnhem',?
'Batavierenrace met BataRadio op Enschede FM: De Batavierenrace heeft ook dit jaar een eigen radio-uitzending: ... http://t.co/SB5d3HyvPk',?
'#Barchem is herstart locatie van Batavierenrace: #Barchem Begin mei klinkt jaarlijks het startscho... http://t.co/Cn5z1iT3iF #Achterhoek',?
'Batavierenrace met BataRadio op Enschede FM http://t.co/HEAp7ZH8WI',?
'Batavierenrace met BataRadio op Enschede FM: De Batavierenrace heeft ook dit jaar een eigen radio-uitzending: ... http://t.co/6h7YssAzcx',?
'Batavierenrace met BataRadio op Enschede FM: De Batavierenrace heeft ook dit jaar een eigen radio-... http://t.co/B4zrUkyaus #radiofreak',?
'Batavierenrace op Enschede FM en Bataradio http://t.co/EaoG4AXyFy',?
'Zaterdag 10 mei zijn we bij de @Batavierenrace, waar je kans maakt op een gratis EXO-L! Meer info? Ga naar http://t.co/RRZ9pHyLfG',?
'Batavierenrace ook live te volgen via BataRadio en Enschede FM: De Batavierenrace is ook dit j... http://t.co/Pdd50GdHaE #muziek #dansen',?
'Batavierenrace live volgen http://t.co/GFb3c1e559 #informatie #nieuws #hardlopen',?
'Batavierenrace live volgen http://t.co/9vWd0xfaUt',?
'RT @topicusbv: Doneer tijdens @batavierenrace €2,- en ontvang een glow-in-the-dark-bril, de opbrengst gaat naar #bata4life voor #KWF http:/…',?
'“@stadenschede: Batavierenrace op Enschede FM en Bataradio http://t.co/O1W1pjZfjL” 9 en 10 mei. #twekkelerveld http://t.co/OCA0r9b9Ny',?
'@tvefm Of het nou bata of batoradio is. Gewoon luisteren 9 mei 22:00 voor de complete batavierenrace ervaring.',?
'Nog 6 dagen (en een beetje)!! #batavierenrace http://t.co/L2LcQjyZ5R',?
'Nog 6 dagen (en een beetje)!! Are you ready? #batavierenrace #bata #bata4life #susa http://t.co/nZvffiTsto',?
'Ook op zaterdag wordt er gewoon gewerkt! (@ Batavierenrace Nijmegen) http://t.co/ftci7hlSJ5',?
'Ik schrijf een liedje voor de Batavierenrace dit jaar. Wat betekent de bata voor jou? Misschien verwerk ik het in mijn song :) #utwente',?
'RT @Batavierenrace: Nog 6 dagen (en een beetje)!! Are you ready? #batavierenrace #bata #bata4life #susa http://t.co/nZvffiTsto',?
'BataRadio 21 uur live tijdens Batavierenrace http://t.co/dnWd8vhJcc',?
'Oranje boven! #trui #tasje #bata #batavierenrace #bata4life #susa http://t.co/tSoolx9W7Q',?
'@Batavierenrace da\'s weer een mooi kleurtje :-D',?
'Batavierenrace met BataRadio op Enschede FM - RadioFreak.nl #newslocker http://t.co/f0Zy3Xx9CQ',?
'Practice for the Batavierenrace will start at 16 at the Vindhek in the Noorderplantsoen. Remember, you have only six days left to practice!',?
'RT @HCSFGroningen: Practice for the Batavierenrace will start at 16 at the Vindhek in the Noorderplantsoen. Remember, you have only six day…',?
'@HCSFGroningen Veel succes met de grootste estafetteloop ter wereld, beter bekend als de Batavierenrace! #050 42e editie tart 10 mei 2014',?
'Official shirts are finally there! EUR Universiteitsteam is ready for the Batavierenrace! @ErasmusMag @erasmusnieuws http://t.co/SGPOlGNwm7',?
'Next stop: zaterdag 10-5 @Batavierenrace #Enschede! #lijn7',?
'Net 10 km hardgelopen in 57 min. 49 sec., dus bijna klaar voor de @Batavierenrace! #vrijheidomtesporten',?
'Nog 4 lopers gezocht voor de Batavierenrace, iedereen die morgen traint, wordt gevraagd om mee te doen:-)',?
'Vrijdag is onze Pre-Bata Party! Bier op het terras en broodjes biefstuk. Een feestje om niet te missen! #vestingbar #prebata #bata2014',?
'RT @Vestingbar: Vrijdag is onze Pre-Bata Party! Bier op het terras en broodjes biefstuk. Een feestje om niet te missen! #vestingbar #prebat…',?
'RT @Vestingbar: Vrijdag is onze Pre-Bata Party! Bier op het terras en broodjes biefstuk. Een feestje om niet te missen! #vestingbar #prebat…',?
'RT @lijn7degekste: Next stop: zaterdag 10-5 @Batavierenrace #Enschede! #lijn7',?
'Ga jij naar het @Batavierenrace eindfeest? Raad en win! Hoeveel flesjes water worden er uitgedeeld tijdens de race? http://t.co/XMzkYRMYuX',?
'Batavierenrace we hebben er zin in! http://t.co/eSRHMbRAqX',T
'RT @SUSAstudenten: Ga jij naar het @Batavierenrace eindfeest? Raad en win! Hoeveel flesjes water worden er uitgedeeld tijdens de race? http…',?
'RT @SUSAstudenten: Ga jij naar het @Batavierenrace eindfeest? Raad en win! Hoeveel flesjes water worden er uitgedeeld tijdens de race? http…',?
'Met wie ga jij naar de Batavierenrace 2014?! http://t.co/YgKcRKW7Ex',?
'RT @SportcentrumUT: Met wie ga jij naar de Batavierenrace 2014?! http://t.co/YgKcRKW7Ex',?
'@KimKlbeld jaaaaaaa!:)\nVolgende week party in Enschedeeee! Eindfeest van de #Batavierenrace!:)',?
'RT @SR_Utrecht: University #Team #Utrecht is klaar voor de #Batavierenrace van dit weekend! #bata14 #sportverbindt #studentensport http://t…',?
'Suc6! "@SR_Utrecht: University #Team #Utrecht is klaar voor #Batavierenrace van dit weekend! #bata14 #studentensport http://t.co/sPjBK0Caxx"',?
'3,5km in 20 minuten, misschien volgende keer toch maar eerder beginnen met fanatiek trainen #batavierenrace #hardlopen',?
'RT @Vestingbar: Vrijdag is onze Pre-Bata Party! Bier op het terras en broodjes biefstuk. Een feestje om niet te missen! #vestingbar #prebat…',?
'Aanstaande zaterdag is de start van de 42e @Batavierenrace De grootste estafette ter wereld over 175 kilometer! https://t.co/kJf2auKvLD #RUN',?
'Voor @Batavierenrace toegestemd om van etappe 7.3km te switchen naar 8.9km - blijkt die te zijn verlengd naar 9.6km! Goed getraind gelukkig.',?
'Wederom maakt @Batavierenrace gebruik van ons #Mobitex netwerk voor #tijdsregistratie tijdens de wedstrijd op 10 mei: http://t.co/cFlT9eWNC4',?
'Zaterdag openen wij al om 20:00, voor het grootste studentenfeest van de Benelux! Batavierenfeest! #bata2014 #vestingbar #party',?
'RT @Vestingbar: Zaterdag openen wij al om 20:00, voor het grootste studentenfeest van de Benelux! Batavierenfeest! #bata2014 #vestingbar #p…',?
'RT @Vestingbar: Zaterdag openen wij al om 20:00, voor het grootste studentenfeest van de Benelux! Batavierenfeest! #bata2014 #vestingbar #p…',?
'Do you want to spend your weekend outside Wageningen? http://t.co/64T30Jx4Vm',?
'RT @topicusbv: Koop voor € 2,- een glow-in-the-dark-zonnebril  en steun daarmee de actie #Bata4Life @KWF_nl tijdens de @Batavierenrace',?
'RT @topicusbv: Koop voor € 2,- een glow-in-the-dark-zonnebril  en steun daarmee de actie #Bata4Life @KWF_nl tijdens de @Batavierenrace',?
'Win 25 munten voor het #batavierenfeest! Check de facebook pagina van @SUSAstudenten of die van de Batavierenrace!',?
'RT @Batavierenrace: Win 25 munten voor het #batavierenfeest! Check de facebook pagina van @SUSAstudenten of die van de Batavierenrace!',?
'RT @topicusbv: Koop voor € 2,- een glow-in-the-dark-zonnebril  en steun daarmee de actie #Bata4Life @KWF_nl tijdens de @Batavierenrace',?
'Zaterdag urenlang live verslag van @Batavierenrace via @bataradio op  Enschede FM: http://t.co/fsBRfc7cZ4 #tvefm #bata #enschede #nijmegen',?
'Het jaarlijkse Batavierenrace gaat dit jaar weer van start. Kijk op onze website voor meer informatie. http://t.co/shYxk3FCw0',?
'De tasjes zijn vandaag gevuld! Ook jouw team krijgt op vrijdagavond een tasje met belangrijke info voor de race. http://t.co/qbXu6xpjej',?
'RT @Batavierenrace: De tasjes zijn vandaag gevuld! Ook jouw team krijgt op vrijdagavond een tasje met belangrijke info voor de race. http:/…',?
'RT @Batavierenrace: De tasjes zijn vandaag gevuld! Ook jouw team krijgt op vrijdagavond een tasje met belangrijke info voor de race. http:/…',?
'Sat.10 May: ITC Run4Fun team participates in the biggest student relay race of the world. Distance: 178K. http://t.co/TMuH0jmngX #ITC',?
'10 mei start Batavierenrace. Onze medewerker Jos heeft zich al warm gelopen tijdens #Marathon R\'dam. Ben jij erbij? http://t.co/3iV6YqwJW0',?
'In @sportsradionl LIVE bellen met de organisatie van de @Batavierenrace, de grootste estafetteloop van de wereld.',?
'Dit weekend zijn er @PhoenixMannen actief bij de @Batavierenrace, @Trackmeetings, @TerSpeckeBokaal (met NK 4x100) en masterscompetitie!',?
'Het #Batavierenrace teamshirt van @BestuurVvTP ziet er mooi uit! We zijn trots dat we sponsor van #VvTP zijn! Succes! http://t.co/3Z0drFrHEw',?
'Je hoort over een paar minuten alles over de @Batavierenrace @sportsradionl! Tune in via http://t.co/nGgLR3g5gh!',?
'NL | Lijkt het jou leuk om de tentamenweek af te sluiten met de batavierenrace? Er is nog één afstand... http://t.co/t29ENvhPRs',?
'RT @PhoenixMannen: Dit weekend zijn er @PhoenixMannen actief bij de @Batavierenrace, @Trackmeetings, @TerSpeckeBokaal (met NK 4x100) en mas…',?
'De @PhoenixMannen zijn overal! @Batavierenrace @Trackmeetings @TerSpeckeBokaal @phoenixutrecht',?
'RT @NormaGroep: 10 mei start Batavierenrace. Onze medewerker Jos heeft zich al warm gelopen tijdens #Marathon R\'dam. Ben jij erbij? http://…',?
'RT @bas400h: De @PhoenixMannen zijn overal! @Batavierenrace @Trackmeetings @TerSpeckeBokaal @phoenixutrecht',?
'Just completed a 8.77 km run - Prima generale voor de Batavierenrace  http://t.co/SimUDTISGK #RunKeeper',?
'Opstelpunten voor steunzenders gezocht langs de route van de Batavierenrace. \nhttps://t.co/EFx8iBKtP5\nPls RT',?
'RT @LeavdBerg: Opstelpunten voor steunzenders gezocht langs de route van de Batavierenrace. \nhttps://t.co/EFx8iBKtP5\nPls RT',?
'Laatste traininkje voor de Batavierenrace erop zitten!',?
'We zijn nog op zoek naar een hardloper voor de 12,5 km om ons team te komen versterken zaterdag. Meld je! #Batavierenrace',?
'RT @M_Buitenhuis: We zijn nog op zoek naar een hardloper voor de 12,5 km om ons team te komen versterken zaterdag. Meld je! #Batavierenrace',?
'Net besloten om toch mee te doen met de batavierenrace en nog wel de slotronde! #7.1km #nijmegen #enschede',?
'RT @M_Buitenhuis: We zijn nog op zoek naar een hardloper voor de 12,5 km om ons team te komen versterken zaterdag. Meld je! #Batavierenrace',?
'Batavierenrace 2014 – estafetteloop voor studenten http://t.co/hIM5mcwWIQ via @weblognl',?
'Batavierenrace 2014 – estafetteloop voor… http://t.co/f8XnHOSxXk',?
'Stagezaken.nl Batavierenrace 2014 – estafetteloop voor…: Met 8.500 deelnemers is dit he... http://t.co/2uFxFgczN7 http://t.co/TbAimbGZof',?
'De eerste medewerkersbussen arriveren in Nijmegen! #bata #batavierenrace #susa http://t.co/3kA4rYkh4I',?
'De mannen die het wagenpark van de Batavierenrace coördineren zijn er al klaar voor! #bata #batavierenrace #susa http://t.co/GSckccVJ2Y',?
'DRINGEND GEZOCHT! Wie wil dit weekend mee doen met de batavierenrace?!:) We zoeken nog een dame voor de... http://t.co/ngKmNTIoWz',?
'Die Batavierenrace gaat dus ook een groot drama worden. Als je niet eens in staat bent een degelijk team af te vaardigen wordt het niks..',F
'RT @Batavierenrace: De mannen die het wagenpark van de Batavierenrace coördineren zijn er al klaar voor! #bata #batavierenrace #susa http:/…',?
'(Weekendtip) Feest mee met de Batavierenrace http://t.co/TRkIAJQlvB',?
'De laatste training voor de #Batavierenrace samen met Euros. Vandaag om 18:00 verzamelen bij het vlot.',?
'RT @Hastu_Nijmegen: DRINGEND GEZOCHT! Wie wil dit weekend mee doen met de batavierenrace?!:) We zoeken nog een dame voor de... http://t.co/…',?
'Het eerste internationale team arriveert vandaag al in Nederland om zich alvast rustig voor te bereiden #bata #susa http://t.co/TObBHDfuVQ',?
